meal_log_id,user_id,meal_date,meal_name,food_id,grams
240,1,2025-01-30,Dinner,717,27.0
241,1,2025-01-31,Snack,15,237.6
242,1,2025-01-31,Lunch,836,20.0
243,1,2025-01-31,Snack,2906,76.3
244,1,2025-01-31,Breakfast,301,24.7
245,1,2025-01-31,Breakfast,585,20.4
246,1,2025-01-31,Dinner,2770,256.7
247,1,2025-01-31,Lunch,465,480.6
248,1,2025-01-31,Lunch,656,176.2
249,1,2025-02-01,Snack,1074,59.1
250,1,2025-02-01,Snack,789,20.0
251,1,2025-02-01,Lunch,479,40.8
252,1,2025-02-01,Lunch,163,57.5
253,1,2025-02-01,Lunch,334,144.2
254,1,2025-02-01,Dinner,537,381.1
255,1,2025-02-01,Dinner,598,177.7
256,1,2025-02-01,Snack,855,57.8
257,1,2025-02-01,Lunch,481,93.2
258,1,2025-02-01,Lunch,54,124.6
259,1,2025-02-02,Dinner,962,161.5
260,1,2025-02-02,Lunch,666,49.8
261,1,2025-02-02,Dinner,403,188.4
262,1,2025-02-02,Snack,1077,238.9
263,1,2025-02-02,Lunch,765,219.0
264,1,2025-02-02,Lunch,786,20.0
265,1,2025-02-02,Lunch,842,35.4
266,1,2025-02-03,Snack,792,29.2
267,1,2025-02-03,Snack,320,321.6
268,1,2025-02-03,Breakfast,2927,39.0
269,1,2025-02-03,Breakfast,165,60.3
270,1,2025-02-03,Breakfast,56,50.4
271,1,2025-02-03,Dinner,1007,38.0
272,1,2025-02-03,Dinner,573,26.4
273,1,2025-02-03,Dinner,533,103.6
274,1,2025-02-03,Lunch,378,243.2
275,1,2025-02-03,Lunch,1035,302.2
276,1,2025-02-04,Breakfast,850,90.1
277,1,2025-02-04,Dinner,760,20.0
278,1,2025-02-04,Snack,245,165.0
279,1,2025-02-04,Lunch,836,20.0
280,1,2025-02-04,Dinner,166,20.0
281,1,2025-02-04,Breakfast,429,292.6
282,1,2025-02-04,Dinner,342,253.6
283,1,2025-02-04,Lunch,75,75.6
284,1,2025-02-05,Lunch,648,20.0
285,1,2025-02-05,Lunch,1052,20.0
286,1,2025-02-05,Lunch,2970,654.5
287,1,2025-02-05,Lunch,41,142.6
288,1,2025-02-05,Dinner,657,347.1
289,1,2025-02-05,Lunch,925,180.9
290,1,2025-02-05,Breakfast,927,20.0
291,1,2025-02-05,Dinner,614,335.0
292,1,2025-02-06,Breakfast,1094,517.8
293,1,2025-02-06,Lunch,506,66.9
294,1,2025-02-06,Breakfast,156,99.7
295,1,2025-02-06,Dinner,57,20.0
296,1,2025-02-06,Dinner,1114,20.0
297,1,2025-02-06,Dinner,910,20.0
298,1,2025-02-06,Lunch,805,50.3
299,1,2025-02-06,Dinner,74,138.9
300,1,2025-02-07,Breakfast,225,111.5
301,1,2025-02-07,Dinner,2982,74.6
302,1,2025-02-07,Dinner,291,132.9
303,1,2025-02-07,Breakfast,501,188.8
304,1,2025-02-07,Lunch,444,97.3
305,1,2025-02-07,Breakfast,83,133.5
306,1,2025-02-07,Lunch,521,35.7
307,1,2025-02-07,Dinner,701,20.0
308,1,2025-02-07,Breakfast,2986,120.0
309,1,2025-02-07,Lunch,689,107.6
310,1,2025-02-08,Lunch,445,370.6
311,1,2025-02-08,Dinner,728,20.0
312,1,2025-02-08,Snack,232,119.0
313,1,2025-02-08,Lunch,176,39.6
314,1,2025-02-08,Dinner,1069,96.1
315,1,2025-02-08,Dinner,819,20.0
316,1,2025-02-08,Dinner,149,169.0
317,1,2025-02-08,Dinner,548,20.0
318,1,2025-02-08,Breakfast,74,28.9
319,1,2025-02-09,Breakfast,977,83.0
320,1,2025-02-09,Dinner,125,20.0
321,1,2025-02-09,Lunch,972,50.1
322,1,2025-02-09,Snack,2921,100.2
323,1,2025-02-09,Lunch,148,140.0
324,1,2025-02-09,Lunch,3009,80.6
325,1,2025-02-09,Breakfast,1068,115.4
326,1,2025-02-09,Dinner,332,54.3
327,1,2025-02-09,Dinner,2928,61.9
328,1,2025-02-09,Breakfast,259,40.8
329,1,2025-02-10,Lunch,729,46.0
330,1,2025-02-10,Dinner,731,130.5
331,1,2025-02-10,Breakfast,2791,243.0
332,1,2025-02-10,Dinner,871,156.5
333,1,2025-02-10,Snack,192,20.4
334,1,2025-02-10,Dinner,2852,26.0
335,1,2025-02-11,Lunch,442,58.3
336,1,2025-02-11,Lunch,139,20.0
337,1,2025-02-11,Dinner,218,20.0
338,1,2025-02-11,Breakfast,554,404.2
339,1,2025-02-11,Lunch,1044,101.8
340,1,2025-02-11,Dinner,530,331.1
341,1,2025-02-11,Breakfast,126,110.3
342,1,2025-02-11,Breakfast,2975,110.5
343,1,2025-02-11,Lunch,508,20.0
344,1,2025-02-11,Dinner,885,239.4
345,1,2025-02-12,Lunch,531,274.3
346,1,2025-02-12,Dinner,1085,90.7
347,1,2025-02-12,Lunch,2,45.3
348,1,2025-02-12,Snack,577,318.5
349,1,2025-02-12,Dinner,184,60.3
350,1,2025-02-12,Lunch,723,29.9
351,1,2025-02-12,Dinner,490,143.7
352,1,2025-02-12,Breakfast,2862,389.7
353,1,2025-02-13,Breakfast,652,161.7
354,1,2025-02-13,Snack,996,800.0
355,1,2025-02-13,Dinner,618,243.0
356,1,2025-02-13,Lunch,2995,691.4
357,1,2025-02-13,Lunch,2793,138.9
358,1,2025-02-13,Dinner,1050,94.2
359,1,2025-02-13,Lunch,910,20.0
360,1,2025-02-13,Lunch,240,20.0
361,1,2025-02-14,Lunch,2925,519.2
362,1,2025-02-14,Breakfast,2817,109.8
363,1,2025-02-14,Lunch,880,324.9
364,1,2025-02-14,Dinner,849,52.9
365,1,2025-02-14,Dinner,2812,20.0
366,1,2025-02-14,Breakfast,1072,119.4
367,1,2025-02-14,Dinner,855,35.6
368,1,2025-02-15,Lunch,305,179.1
369,1,2025-02-15,Breakfast,821,32.7
370,1,2025-02-15,Breakfast,2781,95.5
371,1,2025-02-15,Snack,965,117.7
372,1,2025-02-15,Breakfast,385,400.8
373,1,2025-02-15,Dinner,457,341.7
374,1,2025-02-15,Lunch,1018,572.5
375,1,2025-02-16,Lunch,858,323.5
376,1,2025-02-16,Breakfast,353,96.3
377,1,2025-02-16,Dinner,681,20.0
378,1,2025-02-16,Lunch,632,20.0
379,1,2025-02-16,Dinner,954,33.4
380,1,2025-02-16,Dinner,444,20.0
381,1,2025-02-16,Dinner,402,71.3
382,1,2025-02-16,Lunch,163,54.9
383,1,2025-02-16,Dinner,1026,405.6
384,1,2025-02-17,Breakfast,906,170.9
385,1,2025-02-17,Dinner,990,55.9
386,1,2025-02-17,Lunch,106,34.9
387,1,2025-02-17,Lunch,957,32.8
388,1,2025-02-17,Lunch,648,46.6
389,1,2025-02-17,Dinner,752,20.0
390,1,2025-02-17,Lunch,31,140.1
391,1,2025-02-17,Lunch,2779,454.5
392,1,2025-02-18,Lunch,1097,24.1
393,1,2025-02-18,Dinner,2950,87.0
394,1,2025-02-18,Dinner,962,177.1
395,1,2025-02-18,Dinner,890,245.0
396,1,2025-02-18,Lunch,312,20.0
397,1,2025-02-18,Lunch,814,310.3
398,1,2025-02-18,Breakfast,2937,197.3
399,1,2025-02-18,Breakfast,380,20.0
400,1,2025-02-19,Dinner,249,346.4
401,1,2025-02-19,Dinner,1072,97.8
402,1,2025-02-19,Lunch,3004,109.4
403,1,2025-02-19,Dinner,433,200.4
404,1,2025-02-19,Lunch,361,201.1
405,1,2025-02-19,Breakfast,388,101.7
406,1,2025-02-20,Snack,86,59.0
407,1,2025-02-20,Dinner,349,81.2
408,1,2025-02-20,Lunch,2821,20.0
409,1,2025-02-20,Dinner,963,348.5
410,1,2025-02-20,Breakfast,547,196.3
411,1,2025-02-20,Lunch,952,20.0
412,1,2025-02-20,Breakfast,137,183.0
413,1,2025-02-20,Lunch,121,24.1
414,1,2025-02-20,Lunch,689,178.2
415,1,2025-02-20,Lunch,650,20.0
416,1,2025-02-21,Dinner,404,132.1
417,1,2025-02-21,Lunch,1062,621.3
418,1,2025-02-21,Dinner,865,387.9
419,1,2025-02-21,Dinner,977,20.0
420,1,2025-02-21,Dinner,1113,323.9
421,1,2025-02-21,Breakfast,2854,20.7
422,1,2025-02-21,Dinner,535,66.7
423,1,2025-02-22,Breakfast,410,420.6
424,1,2025-02-22,Breakfast,366,227.3
425,1,2025-02-22,Lunch,1053,330.8
426,1,2025-02-22,Snack,781,26.1
427,1,2025-02-22,Lunch,250,89.8
428,1,2025-02-22,Dinner,322,37.3
429,1,2025-02-23,Dinner,2883,20.0
430,1,2025-02-23,Dinner,483,508.4
431,1,2025-02-23,Lunch,450,20.0
432,1,2025-02-23,Dinner,927,800.0
433,1,2025-02-23,Lunch,1040,318.7
434,1,2025-02-23,Lunch,678,22.4
435,1,2025-02-24,Dinner,573,108.8
436,1,2025-02-24,Breakfast,722,20.0
437,1,2025-02-24,Dinner,2777,20.0
438,1,2025-02-24,Dinner,863,103.1
439,1,2025-02-24,Breakfast,274,665.1
440,1,2025-02-24,Dinner,2778,167.9
441,1,2025-02-25,Snack,241,293.4
442,1,2025-02-25,Snack,606,392.9
443,1,2025-02-25,Dinner,931,93.9
444,1,2025-02-25,Breakfast,520,20.0
445,1,2025-02-25,Lunch,377,55.9
446,1,2025-02-25,Dinner,420,162.0
447,1,2025-02-25,Lunch,1057,67.6
448,1,2025-02-25,Breakfast,568,174.1
449,1,2025-02-26,Snack,285,426.9
450,1,2025-02-26,Breakfast,220,176.0
451,1,2025-02-26,Lunch,208,20.0
452,1,2025-02-26,Dinner,724,84.7
453,1,2025-02-26,Snack,819,157.5
454,1,2025-02-26,Breakfast,1108,394.1
455,1,2025-02-27,Dinner,680,20.0
456,1,2025-02-27,Snack,853,20.0
457,1,2025-02-27,Dinner,227,121.9
458,1,2025-02-27,Snack,546,188.2
459,1,2025-02-27,Dinner,992,558.9
460,1,2025-02-27,Snack,751,20.0
461,1,2025-02-27,Dinner,2807,184.3
462,1,2025-02-27,Breakfast,421,167.0
463,1,2025-02-27,Lunch,251,20.0
464,1,2025-02-27,Dinner,178,118.6
465,1,2025-02-28,Dinner,173,116.3
466,1,2025-02-28,Breakfast,647,39.3
467,1,2025-02-28,Breakfast,1024,96.8
468,1,2025-02-28,Lunch,21,105.3
469,1,2025-02-28,Dinner,571,20.0
470,1,2025-02-28,Lunch,293,89.6
471,1,2025-02-28,Snack,1027,82.6
472,1,2025-02-28,Breakfast,716,20.0
473,1,2025-02-28,Lunch,166,101.9
474,1,2025-02-28,Breakfast,1094,324.8
475,1,2025-03-01,Lunch,678,160.4
476,1,2025-03-01,Snack,855,20.0
477,1,2025-03-01,Dinner,571,317.3
478,1,2025-03-01,Dinner,88,239.6
479,1,2025-03-01,Breakfast,515,20.0
480,1,2025-03-01,Dinner,2828,33.1
481,1,2025-03-01,Snack,2862,33.5
482,1,2025-03-02,Lunch,44,535.0
483,1,2025-03-02,Dinner,260,69.6
484,1,2025-03-02,Snack,22,32.0
485,1,2025-03-02,Dinner,799,43.8
486,1,2025-03-02,Breakfast,2820,49.6
487,1,2025-03-02,Lunch,859,34.0
488,1,2025-03-02,Snack,170,20.0
489,1,2025-03-02,Lunch,345,75.7
490,1,2025-03-02,Dinner,195,38.7
491,1,2025-03-02,Dinner,797,93.5
492,1,2025-03-03,Lunch,901,76.3
493,1,2025-03-03,Lunch,19,193.4
494,1,2025-03-03,Lunch,792,46.2
495,1,2025-03-03,Breakfast,2926,162.3
496,1,2025-03-03,Breakfast,359,53.5
497,1,2025-03-03,Snack,685,90.7
498,1,2025-03-04,Lunch,948,23.3
499,1,2025-03-04,Dinner,418,461.3
500,1,2025-03-04,Dinner,1079,220.0
501,1,2025-03-04,Breakfast,1086,202.1
502,1,2025-03-04,Snack,563,20.0
503,1,2025-03-04,Lunch,472,37.0
504,1,2025-03-05,Lunch,2988,414.0
505,1,2025-03-05,Dinner,49,255.8
506,1,2025-03-05,Lunch,882,20.0
507,1,2025-03-05,Dinner,76,42.7
508,1,2025-03-05,Breakfast,1014,615.2
509,1,2025-03-05,Dinner,862,61.6
510,1,2025-03-05,Snack,630,412.3
511,1,2025-03-05,Breakfast,2773,65.3
512,1,2025-03-05,Dinner,1007,44.6
513,1,2025-03-06,Snack,411,20.0
514,1,2025-03-06,Breakfast,839,28.2
515,1,2025-03-06,Dinner,2921,20.0
516,1,2025-03-06,Breakfast,687,83.8
517,1,2025-03-06,Lunch,437,261.0
518,1,2025-03-06,Lunch,764,26.5
519,1,2025-03-06,Breakfast,69,181.3
520,1,2025-03-06,Dinner,122,247.8
521,1,2025-03-06,Snack,201,56.6
522,1,2025-03-06,Dinner,363,251.4
523,1,2025-03-07,Snack,2928,118.5
524,1,2025-03-07,Lunch,197,20.0
525,1,2025-03-07,Lunch,1100,51.3
526,1,2025-03-07,Dinner,242,147.7
527,1,2025-03-07,Snack,378,360.6
528,1,2025-03-07,Dinner,377,215.2
529,1,2025-03-07,Snack,2779,84.3
530,1,2025-03-08,Breakfast,782,20.0
531,1,2025-03-08,Dinner,2956,20.0
532,1,2025-03-08,Breakfast,824,107.3
533,1,2025-03-08,Lunch,942,541.5
534,1,2025-03-08,Lunch,308,130.5
535,1,2025-03-08,Dinner,503,472.3
536,1,2025-03-09,Snack,2874,75.6
537,1,2025-03-09,Dinner,60,800.0
538,1,2025-03-09,Dinner,942,20.0
539,1,2025-03-09,Lunch,802,55.2
540,1,2025-03-09,Lunch,910,28.6
541,1,2025-03-09,Snack,740,332.2
542,1,2025-03-09,Snack,831,20.0
543,1,2025-03-09,Dinner,753,20.0
544,1,2025-03-10,Lunch,908,58.2
545,1,2025-03-10,Dinner,545,404.6
546,1,2025-03-10,Breakfast,196,23.6
547,1,2025-03-10,Breakfast,103,121.1
548,1,2025-03-10,Breakfast,2825,406.9
549,1,2025-03-10,Breakfast,2821,98.1
550,1,2025-03-10,Lunch,1094,134.8
551,1,2025-03-11,Snack,650,158.8
552,1,2025-03-11,Breakfast,934,191.1
553,1,2025-03-11,Lunch,966,352.9
554,1,2025-03-11,Snack,702,231.7
555,1,2025-03-11,Snack,409,20.0
556,1,2025-03-11,Lunch,2842,20.0
557,1,2025-03-11,Lunch,1096,20.0
558,1,2025-03-11,Dinner,2956,53.7
559,1,2025-03-11,Lunch,2777,20.0
560,1,2025-03-12,Dinner,2822,326.1
561,1,2025-03-12,Lunch,262,36.9
562,1,2025-03-12,Dinner,95,30.8
563,1,2025-03-12,Snack,448,148.2
564,1,2025-03-12,Lunch,905,144.2
565,1,2025-03-12,Lunch,879,432.3
566,1,2025-03-12,Lunch,2840,49.0
567,1,2025-03-12,Dinner,49,81.4
568,1,2025-03-13,Dinner,917,80.6
569,1,2025-03-13,Dinner,408,189.0
570,1,2025-03-13,Dinner,345,68.6
571,1,2025-03-13,Breakfast,563,137.1
572,1,2025-03-13,Lunch,373,121.8
573,1,2025-03-13,Snack,380,204.3
574,1,2025-03-13,Dinner,2785,220.7
575,1,2025-03-13,Snack,469,561.9
576,1,2025-03-14,Lunch,2944,271.9
577,1,2025-03-14,Snack,208,20.0
578,1,2025-03-14,Lunch,248,20.0
579,1,2025-03-14,Breakfast,2830,40.2
580,1,2025-03-14,Dinner,2992,140.2
581,1,2025-03-14,Lunch,757,800.0
582,1,2025-03-14,Lunch,2824,21.7
583,1,2025-03-14,Snack,1059,20.0
584,1,2025-03-14,Lunch,2780,20.0
585,1,2025-03-14,Dinner,2810,321.6
586,1,2025-03-15,Lunch,693,20.0
587,1,2025-03-15,Snack,886,36.6
588,1,2025-03-15,Lunch,771,23.5
589,1,2025-03-15,Snack,287,84.1
590,1,2025-03-15,Dinner,228,105.2
591,1,2025-03-15,Breakfast,150,57.9
592,1,2025-03-15,Snack,528,688.9
593,1,2025-03-15,Breakfast,2817,62.9
594,1,2025-03-15,Breakfast,409,101.0
595,1,2025-03-16,Lunch,17,284.6
596,1,2025-03-16,Breakfast,2916,73.5
597,1,2025-03-16,Dinner,264,39.6
598,1,2025-03-16,Lunch,578,20.0
599,1,2025-03-16,Lunch,688,86.8
600,1,2025-03-16,Dinner,873,229.0
601,1,2025-03-16,Dinner,963,126.2
602,1,2025-03-17,Snack,903,165.3
603,1,2025-03-17,Dinner,352,149.5
604,1,2025-03-17,Dinner,806,65.6
605,1,2025-03-17,Dinner,406,37.2
606,1,2025-03-17,Lunch,465,71.8
607,1,2025-03-17,Snack,879,20.0
608,1,2025-03-17,Breakfast,638,213.8
609,1,2025-03-17,Dinner,1027,458.8
610,1,2025-03-17,Lunch,916,88.0
611,1,2025-03-18,Dinner,284,325.7
612,1,2025-03-18,Dinner,787,45.7
613,1,2025-03-18,Dinner,37,77.6
614,1,2025-03-18,Lunch,880,68.5
615,1,2025-03-18,Dinner,672,20.0
616,1,2025-03-18,Dinner,1066,29.2
617,1,2025-03-18,Lunch,574,20.0
618,1,2025-03-18,Dinner,438,147.4
619,1,2025-03-18,Dinner,2842,77.6
620,1,2025-03-18,Dinner,374,20.0
621,1,2025-03-19,Breakfast,23,21.1
622,1,2025-03-19,Dinner,1091,20.0
623,1,2025-03-19,Snack,2979,117.4
624,1,2025-03-19,Dinner,855,38.0
